cell_id	donor_id	C1	C2	C3	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_001889	donor_048	0.3329118971614367	1.7322061030929907	0.458727288335107	-0.865238	M	-0.886066	0.0349	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.69557	-0.92647	-0.003009	-0.711941	-0.610615
cell_001890	donor_048	0.5069914830762766	-1.5936791848362075	0.2218410895956785	-0.865238	M	0.67487	0.015026	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.266284	-0.103228	0.285274	1.023695	0.653547
cell_001891	donor_048	-1.5657612058695836	-0.4885242294839701	1.0535191851180001	-0.865238	M	2.235374	0.022844	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.641855	-0.500025	1.686251	0.382374	-0.884142
cell_001892	donor_048	-0.8699451756167473	1.253402289763536	-0.13217761902242428	-0.865238	M	0.890134	0.043465	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.323543	1.022801	1.340152	0.709042	-0.294166
cell_001893	donor_048	-0.47716614710535865	-1.0390234774197888	-0.1474547486444643	-0.865238	M	-1.604803	0.009661	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.774253	0.734016	-0.741979	0.397184	-1.247207
cell_001894	donor_048	1.5954855059608133	-0.521249630269146	-0.5381946665349097	-0.865238	M	1.430473	0.049979	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.002166	-0.677312	-1.591254	1.472973	-3.171102
cell_001895	donor_048	-0.5501106766229689	0.4123094120801942	-0.7795209955609732	-0.865238	M	1.122938	0.044425	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.071995	1.031113	-1.418209	0.276773	-1.127183
cell_001896	donor_048	-0.010020402006327119	2.0055874979296417	-0.013080503579252747	-0.865238	M	1.646215	0.047741	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.430812	0.359166	-1.570285	1.372685	0.907148
cell_001897	donor_048	-1.6915098486753921	-0.7924742333529995	1.1280943153195613	-0.865238	M	0.624393	0.012806	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.772468	0.262714	-0.465363	-0.83155	-0.789248
cell_001898	donor_048	-0.30738374860358214	-0.4180100886398051	1.8769297086942256	-0.865238	M	-0.050547	0.01374	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.511732	1.430644	1.053825	-1.027563	0.361875
cell_001899	donor_048	0.03435535279694392	0.6360734190166933	1.481333864578598	-0.865238	M	-0.640223	0.069476	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.460415	-0.163575	-0.523513	-0.131042	-0.778336
cell_001900	donor_048	-0.8599324970191307	-1.0194391269362746	3.0219726354659704	-0.865238	M	0.597568	0.049746	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.025234	-0.834498	0.584993	1.137013	-0.493443
cell_001901	donor_048	-0.9705807838337834	0.9664203057181647	0.19188654403842634	-0.865238	M	1.375716	0.030269	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.180479	-0.077079	0.931726	-1.636698	-1.676446
cell_001902	donor_048	1.2548184752777347	-0.6512749995312483	-0.8096099444461408	-0.865238	M	0.18553	0.04803	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.133976	-2.127972	-0.204161	0.276296	-0.073782
cell_001903	donor_048	0.501821156657134	-0.7417575232102442	-1.9082629447733404	-0.865238	M	-0.470376	0.034025	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.776712	-0.567158	0.212735	0.042535	0.399916
cell_001904	donor_048	-0.06974285583379014	0.43202721760271007	0.06956199947778884	-0.865238	M	1.75075	0.008233	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.401482	0.215372	-1.035983	-0.848751	0.167205
cell_001905	donor_048	-0.10846624800871954	1.05870002570382	-1.1408861033909743	-0.865238	M	-0.279389	0.028967	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.63048	-0.778809	1.477341	-0.160046	-1.032951
cell_001906	donor_048	0.5224392884551027	-0.12450057050849204	0.8055151919104429	-0.865238	M	-0.228108	0.023681	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.191179	0.427903	-1.541839	1.188324	0.119746
cell_001907	donor_048	-0.5593679251270384	-1.3979582264135846	1.849374691529969	-0.865238	M	0.364395	0.021969	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.275518	-0.266138	-0.503703	0.35645	-0.604801
cell_001908	donor_048	0.4070136203856086	-1.564266526353434	0.610750824891719	-0.865238	M	-1.39394	0.01771	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.857193	1.297933	2.070828	-0.441996	-0.068538
cell_001909	donor_048	0.5547793243738695	1.3228487686199557	2.3609406601720084	-0.865238	M	-1.53975	0.026256	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.227739	-1.504178	0.200233	0.425713	-1.214043
cell_001910	donor_048	-0.07608168515055656	-1.2098552889051053	-0.253226779810071	-0.865238	M	-0.36149	0.022177	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.724063	0.170888	-0.120672	1.188511	-1.630892
cell_001911	donor_048	-0.6975288159622864	0.6891687320527778	1.2993103649698754	-0.865238	M	-1.083268	0.023673	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.189468	0.879231	-0.716062	-0.369088	1.236364
cell_001912	donor_048	-0.15462245407694383	0.27279372600241275	-0.6950874966908706	-0.865238	M	-0.293117	0.01397	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.032053	-0.613747	0.050658	-1.79154	-0.615733
cell_001913	donor_048	2.0392866029683776	2.253537818718032	-1.8458217815947884	-0.865238	M	0.634553	0.034505	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.024502	-1.009543	0.086304	-0.26662	-0.832903
cell_001914	donor_048	1.1937629630007764	0.2181872814490938	0.9952886791570049	-0.865238	M	-0.512013	0.023987	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.316189	0.006674	0.767372	-1.271401	0.661287
cell_001915	donor_048	0.4969603174543438	-1.0817686470001069	0.6870920284419053	-0.865238	M	0.312017	0.044689	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.501307	0.191348	-0.659538	1.020896	-0.334
cell_001916	donor_048	0.1615926993147026	-0.197434451282	-1.049965858322685	-0.865238	M	-0.66209	0.033578	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.206967	0.520453	-0.411593	-0.086631	0.798896
cell_001917	donor_048	1.307009506287406	-0.567236976243753	1.000557237168356	-0.865238	M	1.020521	0.036468	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.641481	0.342632	-0.317405	0.601895	-0.91875
cell_001918	donor_048	0.15837700281324493	1.4950636912581883	-1.3361197783187622	-0.865238	M	-0.437561	0.028901	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.087296	-0.323547	0.569699	1.043308	-1.160939
cell_001919	donor_048	0.07438628259559667	1.1826765337218212	1.5391492842998467	-0.865238	M	1.6854	0.037698	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.03827	0.933557	-0.111148	-0.029381	-1.456089
cell_001920	donor_048	-1.1889217404213182	-2.160488380651522	-2.064034762051309	-0.865238	M	0.036923	0.066833	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-1.21063	-1.247258	-0.918674	0.827024	0.072317
cell_001921	donor_048	1.1751976128581723	0.029280714937266306	0.31516208033114024	-0.865238	M	0.560898	0.036939	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.190328	0.76352	1.13839	0.846519	1.122721
cell_001922	donor_048	-0.42867957101727855	0.5539536011292766	0.7674196651289409	-0.865238	M	0.506314	0.039215	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.853715	-0.434038	-0.597102	-1.097802	-1.240995
cell_001923	donor_048	-1.495557309692957	0.0977534210847801	0.8001576126552186	-0.865238	M	1.502774	0.036892	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.789615	-0.631306	1.94397	-0.31743	1.861268
cell_001924	donor_048	-1.8525747834520414	-0.2952122702783481	-0.3680690925766947	-0.865238	M	-1.484249	0.012998	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	1.459559	0.447634	-0.047602	-0.555349	0.476168
cell_001925	donor_048	1.909407477494885	0.9874798476361916	2.058790005669513	-0.865238	M	0.572095	0.042177	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	0.347619	0.008992	1.110379	-1.708037	0.032826
cell_001926	donor_048	-1.1863076278263498	0.1190545611844285	0.7132802080603168	-0.865238	M	-0.55962	0.040638	-0.001341	-0.027704	0.009572	-0.01717	-0.023666	-0.192481	-0.625995	-0.098689	-0.09837	-0.259577
cell_001927	donor_049	-0.9101398181532216	-0.7562691542559036	-0.00475013910657749	-1.218397	M	0.540915	0.040592	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.677695	0.601759	-0.273534	0.837318	-0.797527
cell_001928	donor_049	1.2601008664699875	1.2937247928190247	0.13965149228058868	-1.218397	M	-0.783874	0.036231	-0.040181	-0.011922	0.016857	-0.003181	0.003135	1.79575	-0.576442	-1.032552	0.044784	-0.127607
cell_001929	donor_049	-0.9761306862432186	0.6757409259945849	-0.5792974900892618	-1.218397	M	-1.618941	0.014147	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.489042	0.797177	1.697714	-0.340435	-1.231213
cell_001930	donor_049	0.5503740466280288	-0.15326693708553327	-1.973710736170218	-1.218397	M	-0.561099	0.022588	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.46636	0.093063	0.951347	-1.032001	-0.887745
cell_001931	donor_049	0.8313280549917076	0.2378464633080001	0.7068193982679098	-1.218397	M	0.420061	0.041151	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.41679	0.869973	2.374031	-2.124755	-0.076049
cell_001932	donor_049	1.5355655156219128	2.5011494548918445	0.09266295741506768	-1.218397	M	-0.728554	0.032333	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.682843	0.60485	1.106186	0.980054	1.303813
cell_001933	donor_049	0.5119312221382233	-0.5164740358791788	0.1381106168076532	-1.218397	M	-1.050097	0.018496	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.785711	-0.196384	0.591544	-0.015861	0.29261
cell_001934	donor_049	0.815580736536358	2.341792177511595	-0.14392799251665991	-1.218397	M	-1.79698	0.018419	-0.040181	-0.011922	0.016857	-0.003181	0.003135	1.611811	-3.166275	1.187433	-0.870278	-0.320582
cell_001935	donor_049	-1.0438083963450864	0.1786800930990793	0.04031498822088867	-1.218397	M	-1.454206	0.066642	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.738082	-0.973957	-1.24004	2.016629	-0.209934
cell_001936	donor_049	-0.7101122236782937	1.0712453792053152	-1.3149231336695895	-1.218397	M	-1.355991	0.012176	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.804495	-0.449638	0.731866	-1.49761	0.657391
cell_001937	donor_049	-0.445630352835046	0.9945977953574615	0.384230634840412	-1.218397	M	-0.35085	0.006069	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.423254	0.248121	-1.082623	0.812492	-1.371785
cell_001938	donor_049	-0.7673619996786284	-0.6532543330292184	-0.6088021045578523	-1.218397	M	1.297434	0.057428	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.546601	0.583273	0.021477	-1.489846	0.040615
cell_001939	donor_049	-0.40567189510958224	0.24310527202163515	-1.537776022596862	-1.218397	M	0.367009	0.010912	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.591313	1.207	0.406539	0.158349	0.857331
cell_001940	donor_049	-1.0378294387482259	1.2147468338721248	-1.9925898523074816	-1.218397	M	-0.020067	0.04821	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.160673	-0.0577	-1.691273	-2.28224	0.290086
cell_001941	donor_049	0.13891722164727763	0.3967465795126843	0.13432482700573817	-1.218397	M	-0.050893	0.043818	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.569248	1.881257	-0.70765	-0.837362	1.928598
cell_001942	donor_049	0.38816971487161067	-0.3484241950999206	0.6389754960351615	-1.218397	M	0.119033	0.017901	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.537394	-0.090503	-0.865638	0.884675	1.479543
cell_001943	donor_049	-1.3706780642902974	0.7887730793802207	0.1503600242211498	-1.218397	M	0.539877	0.027047	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.143931	-0.32492	-0.580449	-1.042576	-0.804173
cell_001944	donor_049	-0.048307283668291956	0.3687792276388611	1.2263821104913688	-1.218397	M	-0.247143	0.041981	-0.040181	-0.011922	0.016857	-0.003181	0.003135	1.493904	0.149743	0.637689	-0.127206	-0.749603
cell_001945	donor_049	-1.322794765300966	-0.06153158336010616	-0.7657461758100613	-1.218397	M	0.039565	0.006478	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.644488	-2.258278	1.076389	-0.056427	0.171646
cell_001946	donor_049	-0.15634561717927806	0.33014494635218705	0.44106638675849796	-1.218397	M	1.085876	0.032562	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.538423	-0.787396	-0.465079	2.564032	0.336775
cell_001947	donor_049	0.3387331483340387	0.7777542321697749	-0.2959175316760971	-1.218397	M	-0.903495	0.050749	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.573499	-0.867499	-0.09087	-0.671465	0.020985
cell_001948	donor_049	0.6621806915738253	0.30556587864190776	0.023078115450221596	-1.218397	M	1.674148	0.032912	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.65896	0.467596	0.986283	-0.328528	0.730992
cell_001949	donor_049	0.4751863668268219	-1.920511700590317	0.46467971525178553	-1.218397	M	-1.046901	0.07213	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.528422	0.824671	1.37647	-0.795139	0.709151
cell_001950	donor_049	2.10142533536142	2.3246931812432963	-0.5191051075626563	-1.218397	M	0.689897	0.037136	-0.040181	-0.011922	0.016857	-0.003181	0.003135	2.649198	-1.04049	-0.791091	-0.63834	-0.621035
cell_001951	donor_049	1.2565257805437453	1.8960118115677174	-0.9876219175021613	-1.218397	M	0.127426	0.003986	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.246091	-0.445481	0.545262	-1.01183	-0.232159
cell_001952	donor_049	0.8210416857139244	1.5330138791146688	1.0414913883821728	-1.218397	M	-0.69829	0.041277	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.355754	-1.407712	1.074914	-1.444588	1.518576
cell_001953	donor_049	-0.7823538669351893	-0.5271830374861818	0.2374738309458821	-1.218397	M	0.421855	0.055316	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.864926	1.122365	-0.374583	0.131558	-0.775686
cell_001954	donor_049	1.5072625605632484	-2.817236777068155	-0.9020539125000917	-1.218397	M	0.814398	0.037318	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.304495	1.015948	-1.113584	1.67445	0.375245
cell_001955	donor_049	0.1464261806601194	0.20351291463057278	-0.5416997217992185	-1.218397	M	-0.426168	0.022978	-0.040181	-0.011922	0.016857	-0.003181	0.003135	1.315996	-1.159209	0.624071	1.374202	0.201353
cell_001956	donor_049	-1.2739823739913185	-1.5392662420928924	0.4911643008794311	-1.218397	M	-2.053866	0.019919	-0.040181	-0.011922	0.016857	-0.003181	0.003135	1.066769	0.933192	-0.252366	-0.157303	-1.121782
cell_001957	donor_049	-0.0659672122964104	-1.5424606285266138	-0.28824706766622843	-1.218397	M	-1.267162	0.024052	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.784419	2.193941	0.237502	0.277528	-0.531666
cell_001958	donor_049	1.0479474579594064	0.15146753000704802	-1.1032510531735382	-1.218397	M	-0.462079	0.061819	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.648242	0.176399	-0.520039	-0.165655	0.977322
cell_001959	donor_049	-0.5704302632489673	-0.41480604664363946	1.5128161036295125	-1.218397	M	-0.066913	0.005183	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.888287	0.721954	-0.588747	0.148363	1.002756
cell_001960	donor_049	-1.7468669827364969	1.4701026386408285	0.3505476814613158	-1.218397	M	0.259905	0.023648	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.755714	0.191352	-0.147796	-0.022601	-0.20617
cell_001961	donor_049	-0.08622376503598211	0.012558618673231822	0.04371870052367693	-1.218397	M	-0.664582	0.038065	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.147648	0.742541	-1.575126	-0.17465	-0.017448
cell_001962	donor_049	-2.138304240051401	-0.4138453654882367	-0.6309194703367089	-1.218397	M	1.017768	0.020453	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.443965	0.607868	1.289611	1.506059	0.482344
cell_001963	donor_049	-0.3517415114932002	1.0802482762832064	1.1853424386906475	-1.218397	M	0.324269	0.009717	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.636442	-0.656581	0.70729	0.789447	-0.431614
cell_001964	donor_049	0.0585951311705398	0.8951091874846795	-0.5066541018593888	-1.218397	M	0.859011	0.037819	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-0.035396	1.295893	1.135125	0.695123	0.109568
cell_001965	donor_049	-0.491115919704284	-1.4173164503947038	-0.01786718158173189	-1.218397	M	-0.296484	0.000525	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.195463	0.098749	-2.621854	-0.731766	-1.491894
cell_001966	donor_049	0.22451222105273144	-2.0719453742410523	0.3534918530046235	-1.218397	M	-0.059741	0.035674	-0.040181	-0.011922	0.016857	-0.003181	0.003135	-1.113051	1.145131	1.525962	-0.181789	-1.022309
cell_001967	donor_049	-0.2187677530616992	-1.2459530671951597	-1.0489796647830296	-1.218397	M	0.05468	0.036974	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.828797	1.202992	-0.088033	-0.65256	0.268263
cell_001968	donor_049	0.6207177356415547	-1.233321874055701	-0.9220141342216669	-1.218397	M	1.201089	0.01616	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.950165	1.460492	0.028391	-0.563731	1.017336
cell_001969	donor_049	1.64868870159855	-2.0957847559930336	-0.04907455500698013	-1.218397	M	-2.561291	0.049984	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.134849	1.151171	0.089704	-0.999936	1.234293
cell_001970	donor_049	-0.590848693344529	-0.8514064318735577	1.2244215488295882	-1.218397	M	-1.117743	0.031081	-0.040181	-0.011922	0.016857	-0.003181	0.003135	3.183767	1.096332	-1.934168	-1.051442	0.571105
cell_001971	donor_049	-0.3088424681566503	-0.4696590603825958	0.3843528588415896	-1.218397	M	-0.632306	0.025103	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.954058	0.48657	-0.853555	-1.023486	-0.68001
cell_001972	donor_049	0.16826101355835293	0.4999484583461594	-1.8218833511024843	-1.218397	M	-0.452343	0.064884	-0.040181	-0.011922	0.016857	-0.003181	0.003135	0.541076	0.143074	-0.105843	-0.250197	0.132924
cell_001973	donor_050	1.1355886387852718	-0.4946060743446258	0.7828918294173393	0.971186	M	0.154119	0.061264	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.546173	2.035848	1.71624	1.152858	-0.778343
cell_001974	donor_050	-0.15023007586601017	-0.9566068627728707	-0.6795942246512281	0.971186	M	-1.193284	0.028199	0.0141	0.013115	0.039207	-0.001454	-0.010876	1.258463	-0.982658	-1.271426	-0.107337	-1.188043
cell_001975	donor_050	-0.40665420328132107	-0.3523262238818675	-0.18801301774391876	0.971186	M	0.390228	0.036794	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.172453	0.971452	-1.361812	2.780944	1.239091
cell_001976	donor_050	-0.6231800319133167	-0.5883922191257305	0.64110985401249	0.971186	M	-0.590547	0.040786	0.0141	0.013115	0.039207	-0.001454	-0.010876	1.136325	-0.895815	0.755931	0.349415	1.626977
cell_001977	donor_050	1.2909425988722476	-0.9622613293799515	-0.04994808117269634	0.971186	M	0.2871	0.028573	0.0141	0.013115	0.039207	-0.001454	-0.010876	2.975671	-2.371662	1.479019	1.560634	0.508159
cell_001978	donor_050	-0.039920970499716976	-0.0928832083362204	-0.5191996859976737	0.971186	M	-0.253003	0.013838	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.170562	-0.22442	0.256643	0.844129	-1.184127
cell_001979	donor_050	-0.34432489380696013	-0.8080710350306624	2.509171240130302	0.971186	M	-0.233128	0.011147	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.897993	0.262052	-1.496985	-1.954	-1.272958
cell_001980	donor_050	1.0683828415450687	-0.9448849493528313	-1.8673854950231987	0.971186	M	-0.623985	0.044136	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.363527	-0.114747	2.560389	-0.135358	0.42017
cell_001981	donor_050	0.5978867099973467	-0.5085490079337285	-0.8483453975434055	0.971186	M	-0.15062	0.068794	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.648711	0.383799	0.561016	-0.277952	-0.375975
cell_001982	donor_050	0.5746858105630176	-1.0153331498766665	1.5789220458362399	0.971186	M	-1.116294	0.009533	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.019156	-0.608823	0.94756	0.346131	0.365592
cell_001983	donor_050	-0.15356870809418627	0.22366406659576277	-0.43665864828960776	0.971186	M	0.302882	0.01978	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.027334	1.860703	-0.984711	-0.00715	-0.48852
cell_001984	donor_050	-0.7216959436832416	0.4105409302223776	1.0146533382464025	0.971186	M	0.605024	0.006766	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.310036	0.474684	-0.618257	-0.540849	0.672468
cell_001985	donor_050	1.221174263243478	-0.3220112639313715	0.14787550226995422	0.971186	M	-0.205984	0.046809	0.0141	0.013115	0.039207	-0.001454	-0.010876	1.350125	0.129367	-0.186479	-0.22243	2.082684
cell_001986	donor_050	-0.8061114041633187	-0.12887007822031132	0.7109088005373203	0.971186	M	1.29534	0.023518	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.498536	0.442516	2.515229	-0.52708	-0.158137
cell_001987	donor_050	-0.12274917282390202	-0.5995347594311196	-1.0726156221050258	0.971186	M	-1.039859	0.036178	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.212809	0.035149	-1.320808	-0.883029	-0.977389
cell_001988	donor_050	-1.3623631605709103	0.6319591977493669	-0.3479297919390186	0.971186	M	-0.739991	0.008234	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.998193	0.088894	-0.184995	0.759136	-1.415045
cell_001989	donor_050	-0.3637213018084689	-2.1751102823538395	-0.2211959795794812	0.971186	M	0.676511	0.030592	0.0141	0.013115	0.039207	-0.001454	-0.010876	1.088159	0.211318	1.176554	-0.75357	0.730948
cell_001990	donor_050	2.2860194542181853	0.9897042732934738	0.5538825128506959	0.971186	M	-0.282059	0.044092	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.325482	1.268222	-0.797803	0.477426	0.322119
cell_001991	donor_050	-0.8146446461342556	-1.0720823818156913	-1.1402509906976315	0.971186	M	2.212561	0.028835	0.0141	0.013115	0.039207	-0.001454	-0.010876	-2.250046	0.866755	-0.555399	2.255114	1.288685
cell_001992	donor_050	-0.1073033910937136	-0.6803669324511423	-2.7403887403977536	0.971186	M	0.969102	0.043972	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.344771	1.023609	1.708282	0.774916	-0.605486
cell_001993	donor_050	0.012732864176656263	1.5670371684470255	-0.10009212963358702	0.971186	M	-2.016996	0.030187	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.369038	-2.28696	0.496468	1.317511	1.063156
cell_001994	donor_050	-0.2650309644822822	-0.8426747234280683	0.23941319773108843	0.971186	M	1.681693	0.066086	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.590901	0.210355	-1.476493	0.552918	0.150072
cell_001995	donor_050	0.8026695470698342	-0.49131219644687973	-1.1648335052628485	0.971186	M	0.551226	0.020751	0.0141	0.013115	0.039207	-0.001454	-0.010876	2.628688	-1.39746	-2.390387	-0.371537	1.756554
cell_001996	donor_050	-0.07866838168014798	1.4453226247437811	0.22079064955467803	0.971186	M	-0.896426	0.011074	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.521871	0.384379	0.865571	-0.438245	0.73477
cell_001997	donor_050	0.09808467055225423	-0.9322395345448792	-0.6726282344152682	0.971186	M	1.104912	0.013969	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.268341	-1.846745	-1.423249	-0.920375	1.510076
cell_001998	donor_050	-1.4739088228966943	-0.1495842801907899	0.5321116114263261	0.971186	M	-0.661941	0.028954	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.947418	-2.035842	-0.12399	0.214399	-0.729756
cell_001999	donor_050	-0.41643897262862645	-1.3046527342131686	0.328638508922632	0.971186	M	-0.032534	0.009411	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.257284	-0.585512	-0.888239	-0.945576	-1.32182
cell_002000	donor_050	-0.43874614183267	-0.7525481204953886	0.6132843702772608	0.971186	M	0.181063	0.046829	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.758475	-1.103828	-3.053316	-0.78979	2.366528
cell_002001	donor_050	0.09695764706430604	1.412409868896193	-1.2936669842943804	0.971186	M	0.1481	0.046963	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.354061	0.939046	-0.439008	-1.215311	0.818537
cell_002002	donor_050	-0.6647830286518406	-0.0957059611033697	1.4468706112996046	0.971186	M	-0.403246	0.036742	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.424138	1.940291	0.650062	-0.748887	0.592019
cell_002003	donor_050	-0.5772057541129998	-0.054015493328581264	0.41393418291221395	0.971186	M	-0.01612	0.032483	0.0141	0.013115	0.039207	-0.001454	-0.010876	-0.696024	0.561901	-1.065254	-1.233854	-0.380878
cell_002004	donor_050	1.0229612214337733	-0.2632328040842429	-0.7637846994508484	0.971186	M	-0.595161	0.032284	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.264216	-3.051064	-1.256405	-1.563604	-0.343204
cell_002005	donor_050	-0.29112718919555547	-2.0728565735339393	1.0076151992648759	0.971186	M	-1.39811	0.06134	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.55336	-0.125309	0.198303	1.933016	1.025767
cell_002006	donor_050	-0.9091856061036311	-0.6483692467333155	-1.0264686239799325	0.971186	M	0.571199	0.035868	0.0141	0.013115	0.039207	-0.001454	-0.010876	-2.994572	-0.458502	-1.159688	-1.683046	-0.696403
cell_002007	donor_050	-1.5502946346954722	-0.30301976860144797	-0.7231248021020728	0.971186	M	-1.450209	0.014941	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.828924	-1.402963	-1.446029	-0.12124	0.454449
cell_002008	donor_050	-0.295883180621818	-0.7157773617995994	-1.853154376396885	0.971186	M	-1.176027	0.038818	0.0141	0.013115	0.039207	-0.001454	-0.010876	-1.10809	0.37218	-0.064718	1.112815	-1.496622
cell_002009	donor_050	0.4252444950471061	-2.576300755660749	0.11516042734367657	0.971186	M	-1.065613	0.019841	0.0141	0.013115	0.039207	-0.001454	-0.010876	1.128441	-1.681214	-0.97925	0.10475	1.188777
cell_002010	donor_050	-2.79842270565222	0.8203613713280784	0.3987017398483376	0.971186	M	0.35097	0.006128	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.172975	-0.623286	1.29964	-0.658765	-0.387761
cell_002011	donor_050	0.37769980112247686	0.29954233213006143	-2.249795143955638	0.971186	M	0.576953	0.027149	0.0141	0.013115	0.039207	-0.001454	-0.010876	0.180272	-0.448645	-0.507942	-0.41558	0.974555
