cell_id	CTSS
cell_003496	0
cell_003497	1
cell_003498	0
cell_003499	0
cell_003500	1
cell_003501	0
cell_003502	2
cell_003503	0
cell_003504	0
cell_003505	0
cell_003506	1
cell_003507	4
cell_003508	0
cell_003509	1
cell_003510	7
cell_003511	6
cell_003512	0
cell_003513	3
cell_003514	1
cell_003515	1
cell_003516	0
cell_003517	0
cell_003518	1
cell_003519	2
cell_003520	0
cell_003521	2
cell_003522	3
cell_003523	1
cell_003524	0
cell_003525	2
cell_003526	0
cell_003527	0
cell_003528	2
cell_003529	2
cell_003530	2
cell_003531	6
cell_003532	3
cell_003533	2
cell_003534	4
cell_003535	1
cell_003536	5
cell_003537	5
cell_003538	1
cell_003539	8
cell_003540	1
cell_003541	3
cell_003542	1
cell_003543	2
cell_003544	5
cell_003545	2
cell_003546	0
cell_003547	1
cell_003548	0
cell_003549	4
cell_003550	0
cell_003551	0
cell_003552	0
cell_003553	1
cell_003554	0
cell_003555	0
cell_003556	0
cell_003557	0
cell_003558	0
cell_003559	0
cell_003560	0
cell_003561	1
cell_003562	0
cell_003563	0
cell_003564	0
cell_003565	3
cell_003566	3
cell_003567	1
cell_003568	0
cell_003569	2
cell_003570	0
cell_003571	1
cell_003572	0
cell_003573	0
cell_003574	0
cell_003575	0
cell_003576	2
cell_003577	0
cell_003578	0
cell_003579	0
cell_003580	0
cell_003581	1
cell_003582	1
cell_003583	1
cell_003584	1
cell_003585	0
cell_003586	2
cell_003587	1
cell_003588	2
cell_003589	1
cell_003590	0
cell_003591	0
cell_003592	2
cell_003593	0
cell_003594	0
cell_003595	0
cell_003596	0
cell_003597	0
cell_003598	1
cell_003599	0
cell_003600	1
cell_003601	1
cell_003602	0
cell_003603	1
cell_003604	1
cell_003605	1
cell_003606	0
cell_003607	1
cell_003608	1
cell_003609	2
cell_003610	0
cell_003611	0
cell_003612	2
cell_003613	1
cell_003614	2
cell_003615	1
cell_003616	0
cell_003617	0
cell_003618	2
cell_003619	0
cell_003620	0
cell_003621	0
cell_003622	0
cell_003623	1
cell_003624	0
cell_003625	0
cell_003626	2
cell_003627	1
cell_003628	0
cell_003629	0
cell_003630	1
cell_003631	1
cell_003632	1
cell_003633	2
cell_003634	2
cell_003635	1
cell_003636	2
cell_003637	1
cell_003638	1
cell_003639	1
cell_003640	1
cell_003641	0
cell_003642	0
cell_003643	1
cell_003644	1
cell_003645	0
cell_003646	0
cell_003647	0
cell_003648	1
cell_003649	3
cell_003650	1
cell_003651	3
cell_003652	1
cell_003653	2
cell_003654	0
cell_003655	0
cell_003656	0
cell_003657	0
cell_003658	2
cell_003659	0
cell_003660	1
cell_003661	0
cell_003662	0
cell_003663	1
cell_003664	1
cell_003665	1
cell_003666	0
cell_003667	0
cell_003668	1
cell_003669	0
cell_003670	3
cell_003671	2
cell_003672	0
cell_003673	2
cell_003674	1
cell_003675	1
cell_003676	0
cell_003677	0
cell_003678	0
cell_003679	0
cell_003680	0
cell_003681	2
cell_003682	0
cell_003683	0
cell_003684	0
cell_003685	0
cell_003686	1
cell_003687	1
cell_003688	0
cell_003689	1
cell_003690	2
cell_003691	1
cell_003692	0
cell_003693	0
cell_003694	0
cell_003695	0
cell_003696	1
cell_003697	0
cell_003698	0
cell_003699	1
cell_003700	0
cell_003701	3
cell_003702	0
cell_003703	2
cell_003704	0
cell_003705	0
cell_003706	3
cell_003707	2
cell_003708	2
cell_003709	0
cell_003710	0
cell_003711	0
cell_003712	1
cell_003713	0
cell_003714	0
cell_003715	0
cell_003716	1
cell_003717	1
cell_003718	2
cell_003719	1
cell_003720	2
cell_003721	0
cell_003722	2
cell_003723	1
cell_003724	4
cell_003725	2
cell_003726	3
cell_003727	2
cell_003728	4
cell_003729	1
cell_003730	1
cell_003731	0
cell_003732	1
cell_003733	0
cell_003734	1
cell_003735	0
cell_003736	1
cell_003737	2
cell_003738	1
cell_003739	0
cell_003740	0
cell_003741	0
cell_003742	3
cell_003743	1
cell_003744	0
cell_003745	2
cell_003746	1
cell_003747	2
cell_003748	1
cell_003749	1
cell_003750	4
cell_003751	4
cell_003752	4
cell_003753	3
cell_003754	0
cell_003755	2
cell_003756	1
cell_003757	4
cell_003758	3
cell_003759	1
cell_003760	1
cell_003761	1
cell_003762	2
cell_003763	3
cell_003764	4
cell_003765	0
cell_003766	1
cell_003767	0
cell_003768	3
cell_003769	2
cell_003770	2
cell_003771	2
cell_003772	3
cell_003773	2
cell_003774	1
cell_003775	0
cell_003776	3
cell_003777	1
cell_003778	1
cell_003779	1
cell_003780	1
cell_003781	0
cell_003782	1
cell_003783	0
cell_003784	0
cell_003785	1
cell_003786	0
cell_003787	2
cell_003788	0
cell_003789	3
cell_003790	1
cell_003791	3
cell_003792	0
cell_003793	1
cell_003794	0
cell_003795	1
cell_003796	2
cell_003797	2
cell_003798	0
cell_003799	0
cell_003800	0
cell_003801	1
cell_003802	1
cell_003803	0
cell_003804	2
cell_003805	1
cell_003806	1
cell_003807	0
cell_003808	0
cell_003809	0
cell_003810	1
cell_003811	0
cell_003812	0
cell_003813	2
cell_003814	1
cell_003815	1
cell_003816	0
cell_003817	0
cell_003818	1
cell_003819	1
cell_003820	4
cell_003821	3
cell_003822	0
cell_003823	2
cell_003824	3
cell_003825	0
cell_003826	2
cell_003827	0
cell_003828	2
cell_003829	1
cell_003830	0
cell_003831	1
cell_003832	0
cell_003833	0
cell_003834	1
cell_003835	0
cell_003836	0
cell_003837	3
cell_003838	3
cell_003839	0
cell_003840	0
cell_003841	1
cell_003842	3
cell_003843	1
cell_003844	3
cell_003845	3
cell_003846	0
cell_003847	0
cell_003848	0
cell_003849	0
cell_003850	0
cell_003851	0
cell_003852	1
cell_003853	1
cell_003854	3
cell_003855	1
cell_003856	1
cell_003857	1
cell_003858	0
cell_003859	0
cell_003860	0
cell_003861	0
cell_003862	0
cell_003863	0
cell_003864	2
cell_003865	0
cell_003866	0
cell_003867	0
cell_003868	0
cell_003869	0
cell_003870	0
cell_003871	1
cell_003872	0
cell_003873	0
cell_003874	1
cell_003875	0
cell_003876	0
cell_003877	1
cell_003878	2
cell_003879	2
cell_003880	3
cell_003881	0
cell_003882	2
cell_003883	1
cell_003884	3
cell_003885	2
cell_003886	1
cell_003887	0
cell_003888	1
cell_003889	2
cell_003890	2
cell_003891	1
cell_003892	0
cell_003893	0
cell_003894	0
cell_003895	0
cell_003896	4
cell_003897	0
cell_003898	0
cell_003899	1
cell_003900	0
cell_003901	0
cell_003902	0
cell_003903	0
cell_003904	0
cell_003905	1
cell_003906	0
cell_003907	0
cell_003908	0
cell_003909	1
cell_003910	0
cell_003911	0
cell_003912	0
cell_003913	1
cell_003914	0
cell_003915	0
cell_003916	0
cell_003917	4
cell_003918	2
cell_003919	1
cell_003920	1
cell_003921	1
cell_003922	0
cell_003923	1
cell_003924	0
cell_003925	0
cell_003926	1
cell_003927	3
cell_003928	0
cell_003929	0
cell_003930	4
cell_003931	2
cell_003932	2
cell_003933	0
cell_003934	0
cell_003935	0
cell_003936	0
cell_003937	0
cell_003938	1
cell_003939	0
cell_003940	0
cell_003941	0
cell_003942	0
cell_003943	1
cell_003944	1
cell_003945	0
cell_003946	1
cell_003947	1
cell_003948	0
cell_003949	2
cell_003950	0
cell_003951	0
cell_003952	2
cell_003953	0
cell_003954	1
cell_003955	0
cell_003956	2
cell_003957	0
cell_003958	0
cell_003959	1
cell_003960	3
cell_003961	0
cell_003962	0
cell_003963	2
cell_003964	2
cell_003965	0
cell_003966	0
cell_003967	0
cell_003968	0
cell_003969	0
cell_003970	1
cell_003971	0
cell_003972	0
cell_003973	1
cell_003974	0
cell_003975	0
cell_003976	1
cell_003977	0
cell_003978	1
cell_003979	0
cell_003980	0
cell_003981	3
cell_003982	0
cell_003983	0
cell_003984	0
cell_003985	0
cell_003986	1
cell_003987	0
cell_003988	0
cell_003989	1
cell_003990	0
cell_003991	0
cell_003992	0
cell_003993	0
cell_003994	1
cell_003995	0
cell_003996	0
cell_003997	0
cell_003998	0
cell_003999	3
cell_004000	1
cell_004001	0
cell_004002	0
cell_004003	1
cell_004004	0
cell_004005	0
cell_004006	1
cell_004007	0
cell_004008	0
cell_004009	0
cell_004010	1
cell_004011	1
cell_004012	0
cell_004013	0
cell_004014	0
cell_004015	1
cell_004016	1
cell_004017	0
cell_004018	0
cell_004019	0
cell_004020	0
cell_004021	1
cell_004022	3
cell_004023	0
cell_004024	1
cell_004025	0
cell_004026	1
cell_004027	0
cell_004028	2
cell_004029	0
cell_004030	1
cell_004031	0
cell_004032	0
cell_004033	0
cell_004034	1
cell_004035	2
cell_004036	0
cell_004037	2
cell_004038	0
cell_004039	0
cell_004040	0
cell_004041	1
cell_004042	1
